
 Cta.mayor               4000850000  EMRF CAPEX
 Sociedad                1167

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Ejerc./mes|Lib.mayor |Material          |Cta.CP    |Texto cab.documento      |Referencia      |Doc.comp. |Nº doc.   |Pos|Asignación        |Texto                              |Div.|Fecha doc.|Fe.contab.|CT|       Importe en ML|       Importe en MD|ML   |Mon. |II|Usuario     |Elemento PEP            |Nombre de la cuenta                |Clave de referencia |         Cantidad| Año|
|   2019/02   |4000850000|10106120178       |3000087597|OU-DX-AIR*AP*-3802I*A*K9*|91990195        |          |1900002512|  2|940223285700010   |OU-DX-AIR*AP*-3802I*A*K9********-C |    |01.02.2019|28.02.2019|86|         80.753.182 |          26.027,50 |COP  |USD  |N0|GP862692    |P-1167-19-4002-03334-201|                                   |51077269782019      |          58,000 |2019|
|   2019/02   |4000850000|10106181161       |3000087597|OU-DX-AIR*AP*-3802I*A*K9*|91990195        |          |1900002512|  3|940223285700011   |OU-DX-AIR*AP*-3802I*A*K9********-C |    |01.02.2019|28.02.2019|86|         81.867.019 |          26.386,50 |COP  |USD  |N0|GP862692    |P-1167-19-4002-03334-201|                                   |51077269782019      |          42,000 |2019|
|   2019/02   |4000850000|10106120263       |3000087597|OU-DX-AIR*AP*-3802I*A*K9*|91990195        |          |1900002512|  4|940223285700016   |OU-DX-AIR*AP*-3802I*A*K9********-C |    |01.02.2019|28.02.2019|86|         31.593.319 |          10.182,82 |COP  |USD  |N0|GP862692    |P-1167-19-4002-03334-201|                                   |51077269782019      |           1,000 |2019|
|   2019/02   |4000850000|10106181485       |3000087597|CISCO                    |92075142        |          |1900002514|  2|940222558100002   |CISCO                              |    |18.02.2019|28.02.2019|86|         24.122.936 |           7.679,04 |COP  |USD  |N0|GP862692    |P-1167-18-4002-03295-201|                                   |51077270442019      |          96,000 |2019|
|   2019/02   |4000850000|10106110575       |3000087597|CISCO                    |92075142        |          |1900002514|  3|940222558100003   |CISCO                              |    |18.02.2019|28.02.2019|86|          1.599.444 |             509,15 |COP  |USD  |N0|GP862692    |P-1167-18-4002-03295-201|                                   |51077270442019      |          85,000 |2019|
|   2019/02   |4000850000|10106110575       |3000087597|CISCO                    |92075142        |          |1900002514|  4|940222558100004   |CISCO                              |    |18.02.2019|28.02.2019|86|             18.032 |               5,74 |COP  |USD  |N0|GP862692    |P-1167-18-4002-03295-201|                                   |51077270442019      |           1,000 |2019|
|   2019/02   |4000850000|10106181031       |3000087597|CISCO                    |92079959        |          |1900002515|  2|940222558100006   |CISCO                              |    |19.02.2019|28.02.2019|86|          5.975.177 |           1.926,60 |COP  |USD  |P4|GP862692    |P-1167-18-4002-03295-201|                                   |51077270582019      |          95,000 |2019|
|   2019/02   |4000850000|10106181031       |3000087597|CISCO                    |92079959        |          |1900002515|  3|940222558100007   |CISCO                              |    |19.02.2019|28.02.2019|86|             63.548 |              20,49 |COP  |USD  |P4|GP862692    |P-1167-18-4002-03295-201|                                   |51077270582019      |           1,000 |2019|
|   2019/02   |4000850000|10106120159       |3000087597|CISCO                    |92080036        |          |1900002516|  2|940223285700019   |CISCO                              |    |19.02.2019|28.02.2019|86|         31.717.376 |          10.226,76 |COP  |USD  |N0|GP862692    |P-1167-19-4002-03334-201|                                   |51077271042019      |           3,000 |2019|
|   2019/02   |4000850000|10106110906       |3000087597|CISCO-FLETE              |92087160        |          |1900002519|  2|940204382800001   |CISCO-FLETE                        |    |20.02.2019|28.02.2019|86|          2.572.775 |             829,55 |COP  |USD  |N0|GP862692    |P-1167-18-4002-03173-201|                                   |51077271472019      |           1,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92091638        |          |1900002521|  2|940204382800002   |CISCO                              |    |21.02.2019|28.02.2019|86|            416.985 |             134,45 |COP  |USD  |P4|GP862692    |P-1167-18-4002-03173-201|                                   |51077271692019      |           1,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92091666        |          |1900002522|  2|940226627600001   |CISCO                              |    |21.02.2019|28.02.2019|86|          1.318.099 |             425,00 |COP  |USD  |P4|GP862692    |P-1167-19-4002-03384-201|                                   |51077271892019      |           1,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92093628        |          |1900002523|  2|940222558100005   |CISCO                              |    |21.02.2019|28.02.2019|86|            713.169 |             229,95 |COP  |USD  |P4|GP862692    |P-1167-18-4002-03295-201|                                   |51077272272019      |           5,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92099598        |          |1900002524|  2|940230710700004   |CISCO                              |    |22.02.2019|28.02.2019|86|          1.302.592 |             420,00 |COP  |USD  |P4|GP862692    |P-1167-19-4002-03373-201|                                   |51077272402019      |           3,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92099598        |          |1900002524|  3|940230710700005   |CISCO                              |    |22.02.2019|28.02.2019|86|          1.302.592 |             420,00 |COP  |USD  |P4|GP862692    |P-1167-19-4002-03373-201|                                   |51077272402019      |           3,000 |2019|
|   2019/02   |4000850000|10106110859       |3000087597|CISCO                    |92106689        |          |1900002525|  2|940222558200001   |CISCO                              |    |25.02.2019|28.02.2019|86|         15.491.543 |           4.995,00 |COP  |USD  |N0|GP862692    |P-1167-18-4002-03308-201|                                   |51077272702019      |          18,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92106731        |          |1900002526|  2|940222558200002   |CISCO                              |    |25.02.2019|28.02.2019|86|          5.830.961 |           1.880,10 |COP  |USD  |P4|GP862692    |P-1167-18-4002-03308-201|                                   |51077272952019      |          18,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92106731        |          |1900002526|  3|940222558200003   |CISCO                              |    |25.02.2019|28.02.2019|86|          3.546.586 |           1.143,54 |COP  |USD  |P4|GP862692    |P-1167-18-4002-03308-201|                                   |51077272952019      |          18,000 |2019|
|   2019/02   |4000850000|                  |3000087597|                         |60005830        |          |1900002527|  4|940195530900006   |                                   |    |01.12.2018|28.02.2019|86|            506.976 |             160,26 |COP  |USD  |N0|GP583904    |P-1167-18-4002-00550-201|                                   |51077274032019      |           1,000 |2019|
|   2019/02   |4000850000|10106120160       |3000087597|CISCO                    |92048617        |          |1900002530|  2|940222554700004   |CISCO                              |    |12.02.2019|28.02.2019|86|         13.401.058 |           4.329,50 |COP  |USD  |N0|GP862692    |P-1167-19-4002-03361-201|                                   |51077276712019      |           2,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92048592        |          |1900002531|  2|940222554700002   |CISCO                              |    |12.02.2019|28.02.2019|86|          3.167.534 |           1.023,34 |COP  |USD  |P4|GP862692    |P-1167-19-4002-03361-201|                                   |51077276502019      |           2,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92048592        |          |1900002531|  3|940222554700003   |CISCO                              |    |12.02.2019|28.02.2019|86|            326.429 |             105,46 |COP  |USD  |P4|GP862692    |P-1167-19-4002-03361-201|                                   |51077276502019      |           2,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92079904        |          |1900002532|  2|940223285700017   |CISCO                              |    |19.02.2019|28.02.2019|86|          8.267.117 |           2.670,87 |COP  |USD  |P4|GP862692    |P-1167-19-4002-03334-201|                                   |51077277252019      |           3,000 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92079904        |          |1900002532|  3|940223285700018   |CISCO                              |    |19.02.2019|28.02.2019|86|            489.644 |             158,19 |COP  |USD  |P4|GP862692    |P-1167-19-4002-03334-201|                                   |51077277252019      |           3,000 |2019|
|   2019/02   |4000850000|                  |3000131950|                         |INV-8325-56901A |          |1900002544|  2|940205709300001   |                                   |    |11.02.2019|28.02.2019|86|         29.451.358 |           9.332,37 |COP  |USD  |P4|GP862692    |P-1167-18-0206-30006-086|                                   |51077279582019      |          23,667 |2019|
|   2019/02   |4000850000|                  |3000087597|CISCO                    |92102402        |          |1900002552|  2|940230710700002   |CISCO                              |    |23.02.2019|28.02.2019|86|            292.804 |              94,41 |COP  |USD  |P4|GP862692    |P-1167-19-4002-03373-201|                                   |51077282352019      |           3,000 |2019|
